,Employee_ID,Name,email,gender,Department,Education level,Date Hired,Still Employed,Work-Life Balance Score,Absenteeism Rate,Performance Review Score,Training Courses Attended,Current Salary,Benefits,Source of Hire,Starting Salary,Salary Growth (%),Promoted,reason_for_leaving,last_day_of_employment,root_cause_leaving,turnover_type,Performance_group
342,343,Gabriell Loachhead,gloachhead9i@washingtonpost.com,Female,Legal,Bachelor's Degree,2012-05-29,False,1,High,Good,Customer Service Excellence,103840.69,remote work option,Social media,95000,9.305989473684214,Yes,Found a better opportunity,2015-12-26,Career & Compensation,Voluntary,Meet Expectation
343,344,Deeanne Barnwall,dbarnwall9j@webmd.com,Female,Legal,Master's Degree,2000-04-07,True,3,Moderate,Unsatisfactory,Introduction to Data Science,82778.51,health insurance,Company website,95000,-12.86472631578948,No,,,,,Low
344,345,Fiorenze Summerside,fsummerside9k@bloomberg.com,Female,Research and Development,PhD,1992-04-22,True,2,Moderate,Needs Improvement,Introduction to Data Science,136344.36,health insurance,Company website,55000,147.8988363636363,Yes,,,,,Low
345,346,Jilly Spratling,jspratling9l@dion.ne.jp,Female,Human Resources,Professional Degree,2004-09-16,True,1,High,Average,Customer Service Excellence,66184.14,gym membership,Job board,70000,-5.451228571428572,Yes,,,,,Meet Expectation
346,347,Britney Cansdill,bcansdill9m@smugmug.com,Female,Training,Professional Degree,1981-08-12,False,2,Low,Outstanding,Negotiation Skills Workshop,139897.59,performance bonuses,Recruiter,80000,74.87198749999999,Yes,Family commitments,2007-08-18,Personal - Life Events,Voluntary,High
347,348,Blondelle Dixon,bdixon9n@weebly.com,Female,Business Development,PhD,1999-05-08,True,5,Moderate,Excellent,Effective Communication Skills,57865.7,flexible work hours,Recruiter,50000,15.7314,Yes,,,,,High
348,349,Kettie Feragh,kferagh9o@delicious.com,Female,Product Management,High School Diploma,1991-08-14,True,4,Moderate,Needs Improvement,Public Speaking Mastery,84338.18,paid time off,Company website,90000,-6.29091111111112,Yes,,,,,Low
349,350,Daron MacCathay,dmaccathay9p@cam.ac.uk,Male,Sales,PhD,2015-08-18,True,4,Low,Below Expectations,Cybersecurity Basics,76539.13,401k matching,Company website,55000,39.16205454545455,No,,,,,Low
350,351,Joseito Senchenko,jsenchenko9q@sciencedaily.com,Male,Legal,High School Diploma,1991-08-04,True,2,Low,Excellent,Introduction to Data Science,46264.09,performance bonuses,Company website,85000,-45.57165882352942,Yes,,,,,High
351,352,Estella Larkcum,elarkcum9r@rakuten.co.jp,Female,Research and Development,Master's Degree,2016-10-24,False,5,Low,Outstanding,Project Management Fundamentals,115284.57,performance bonuses,Job board,70000,64.69224285714287,No,Health reasons,2018-10-08,Personal - Life Events,Voluntary,High
352,353,Kelley Cornu,kcornu9s@jugem.jp,Female,Human Resources,High School Diploma,1991-07-12,True,2,Moderate,Unsatisfactory,Project Management Fundamentals,57321.82,performance bonuses,Employee referral,75000,-23.57090666666667,Yes,,,,,Low
353,354,Edna Gregorin,egregorin9t@samsung.com,Female,Accounting,Bachelor's Degree,1993-03-06,True,4,High,Satisfactory,Cybersecurity Basics,117560.05,401k matching,Company website,75000,56.74673333333333,Yes,,,,,Meet Expectation
354,355,Melonie Tolcher,mtolcher9u@nydailynews.com,Female,Support,High School Diploma,2003-05-23,True,2,Moderate,Excellent,Introduction to Data Science,40509.42,professional development opportunities,Company website,85000,-52.34185882352942,No,,,,,High
355,356,Madel Vasishchev,mvasishchev9v@alibaba.com,Female,Sales,PhD,2017-07-05,True,1,High,Satisfactory,Digital Marketing Strategies,109530.17,company car,Job board,50000,119.06034,Yes,,,,,Meet Expectation
356,357,Bealle Gross,bgross9w@t-online.de,Male,Legal,Master's Degree,2002-09-16,True,5,Moderate,Outstanding,Cybersecurity Basics,138791.73,flexible work hours,Job board,95000,46.09655789473685,Yes,,,,,High
357,358,Reidar Emmens,remmens9x@topsy.com,Male,Training,Master's Degree,2006-07-10,True,2,Low,Good,Cybersecurity Basics,90908.59,paid time off,Company website,85000,6.951282352941172,Yes,,,,,Meet Expectation
358,359,Byrom Ferres,bferres9y@redcross.org,Male,Human Resources,Associate's Degree,2019-07-15,True,1,High,Exceptional,Advanced Excel Techniques,60481.06,company car,Job board,80000,-24.398675,Yes,,,,,High
359,360,Doralin Kinkaid,dkinkaid9z@aol.com,Female,Research and Development,PhD,2011-05-06,True,1,Low,Excellent,Public Speaking Mastery,44434.65,remote work option,Social media,80000,-44.45668749999999,Yes,,,,,High
360,361,Luisa Jammes,ljammesa0@illinois.edu,Female,Training,Professional Degree,2018-05-28,True,1,Moderate,Below Expectations,Project Management Fundamentals,99354.51,flexible work hours,Social media,50000,98.70902,Yes,,,,,Low
361,362,Jennifer Dadswell,jdadswella1@1und1.de,Female,Product Management,PhD,1997-04-27,True,3,Low,Outstanding,Negotiation Skills Workshop,98333.81,professional development opportunities,Company website,65000,51.28278461538461,Yes,,,,,High
362,363,Krystyna Friman,kfrimana2@plala.or.jp,Female,Engineering,Master's Degree,2000-09-19,True,3,High,Superior,Leadership Development Program,69149.06,professional development opportunities,Job board,85000,-18.64816470588235,Yes,,,,,High
363,364,Amberly Kale,akalea3@loc.gov,Female,Accounting,Master's Degree,1987-07-24,False,5,High,Excellent,Cybersecurity Basics,116385.53,paid time off,Recruiter,90000,29.31725555555555,No,Found a better opportunity,2004-04-02,Career & Compensation,Voluntary,High
364,365,Dominic Balentyne,dbalentynea4@uol.com.br,Male,Services,Master's Degree,2002-12-29,True,5,Low,Below Expectations,Advanced Excel Techniques,67045.33,remote work option,Recruiter,95000,-29.42596842105263,No,,,,,Low
365,366,Bobinette MacKonochie,bmackonochiea5@1688.com,Female,Support,Bachelor's Degree,2015-05-10,True,4,High,Excellent,Effective Communication Skills,100110.06,health insurance,Recruiter,75000,33.48007999999999,Yes,,,,,High
366,367,Freeland Geere,fgeerea6@people.com.cn,Male,Support,High School Diploma,1997-05-12,False,3,Low,Unsatisfactory,Public Speaking Mastery,73050.44,paid time off,Social media,60000,21.75073333333334,Yes,Retirement,2010-07-13,Natural Attrition,Voluntary,Low
367,368,Basile Hardbattle,bhardbattlea7@ning.com,Male,Business Development,Associate's Degree,1993-08-08,False,2,Low,Excellent,Digital Marketing Strategies,77225.33,professional development opportunities,Recruiter,85000,-9.146670588235292,Yes,Company downsizing,2008-04-18,Organizational Restructuring,Involuntary,High
368,369,Aimil Sandyford,asandyforda8@mail.ru,Female,Sales,Associate's Degree,2002-04-13,True,3,Moderate,Satisfactory,Negotiation Skills Workshop,102796.91,gym membership,Employee referral,75000,37.06254666666668,Yes,,,,,Meet Expectation
369,370,Bren Androsik,bandrosika9@wisc.edu,Male,Engineering,Associate's Degree,2002-06-11,True,5,Low,Exceptional,Introduction to Data Science,98531.45,health insurance,Employee referral,55000,79.14809090909091,Yes,,,,,High
370,371,Alfred Lucken,aluckenaa@arstechnica.com,Male,Engineering,Master's Degree,2019-12-20,True,4,High,Good,Public Speaking Mastery,107908.11,free snacks,Recruiter,50000,115.81622,Yes,,,,,Meet Expectation
371,372,Cherilynn Lindstedt,clindstedtab@un.org,Female,Training,Associate's Degree,2003-09-03,True,1,Low,Below Expectations,Negotiation Skills Workshop,93203.92,401k matching,Employee referral,85000,9.651670588235293,No,,,,,Low
372,373,Johnath Elsmore,jelsmoreac@accuweather.com,Female,Research and Development,Bachelor's Degree,1992-09-21,False,5,Low,Good,Leadership Development Program,101895.3,paid time off,Recruiter,85000,19.87682352941177,No,Personal reasons,2014-05-15,Personal - Life Events,Voluntary,Meet Expectation
373,374,Cherin Robillard,crobillardad@tripod.com,Female,Legal,Professional Degree,1999-08-28,False,4,High,Needs Improvement,Advanced Excel Techniques,46612.72,remote work option,Employee referral,75000,-37.84970666666666,Yes,Found a better opportunity,2013-02-18,Career & Compensation,Voluntary,Low
374,375,Mortie Pougher,mpougherae@nih.gov,Male,Accounting,High School Diploma,1995-06-03,True,5,Low,Superior,Digital Marketing Strategies,111745.54,401k matching,Employee referral,65000,71.91621538461538,No,,,,,High
375,376,Janeen Blackden,jblackdenaf@usnews.com,Female,Accounting,Bachelor's Degree,1992-10-20,True,1,Low,Below Expectations,Advanced Excel Techniques,81398.87,401k matching,Social media,60000,35.66478333333333,Yes,,,,,Low
376,377,Liva Pitcaithley,lpitcaithleyag@discuz.net,Female,Engineering,Bachelor's Degree,1992-03-31,False,5,High,Satisfactory,Effective Communication Skills,122415.9,health insurance,Social media,80000,53.01987499999999,Yes,Found a better opportunity,2019-07-24,Career & Compensation,Voluntary,Meet Expectation
377,378,Rice Iacobo,riacoboah@devhub.com,Male,Marketing,PhD,2019-09-27,True,1,Moderate,Average,Customer Service Excellence,82742.0,professional development opportunities,Employee referral,50000,65.484,No,,,,,Meet Expectation
378,379,Bil Drysdall,bdrysdallai@buzzfeed.com,Male,Legal,Bachelor's Degree,1990-03-03,True,3,Moderate,Satisfactory,Leadership Development Program,114611.57,health insurance,Recruiter,60000,91.01928333333336,Yes,,,,,Meet Expectation
379,380,Beatrice Bernardino,bbernardinoaj@spiegel.de,Female,Training,Bachelor's Degree,1996-01-01,False,4,Low,Excellent,Customer Service Excellence,63718.7,company car,Job board,95000,-32.92768421052632,Yes,Career change,2006-12-26,Career & Compensation,Voluntary,High
380,381,Flynn Bradmore,fbradmoreak@wordpress.org,Male,Accounting,Professional Degree,2019-03-05,True,1,Moderate,Superior,Digital Marketing Strategies,139011.56,performance bonuses,Company website,95000,46.32795789473684,No,,,,,High
381,382,Khalil Peasee,kpeaseeal@macromedia.com,Male,Services,Master's Degree,2005-04-08,True,2,Moderate,Below Expectations,Digital Marketing Strategies,145456.09,health insurance,Recruiter,85000,71.12481176470588,Yes,,,,,Low
382,383,Bianka Ead,beadam@unc.edu,Female,Business Development,High School Diploma,2003-04-18,True,1,Low,Good,Introduction to Data Science,144906.0,performance bonuses,Recruiter,75000,93.208,Yes,,,,,Meet Expectation
383,384,Daveen Barbary,dbarbaryan@blogs.com,Female,Legal,High School Diploma,2002-05-27,True,5,Moderate,Unsatisfactory,Project Management Fundamentals,97707.76,remote work option,Employee referral,50000,95.41552,No,,,,,Low
384,385,Astra Danton,adantonao@canalblog.com,Female,Product Management,PhD,2012-12-08,True,5,High,Outstanding,Introduction to Data Science,97655.47,401k matching,Company website,90000,8.50607777777778,Yes,,,,,High
385,386,Demetrius Winny,dwinnyap@census.gov,Male,Legal,Professional Degree,2017-09-05,False,4,Moderate,Satisfactory,Advanced Excel Techniques,142220.42,paid time off,Social media,70000,103.1720285714286,No,Company downsizing,2019-08-18,Organizational Restructuring,Involuntary,Meet Expectation
386,387,Vaughn Denny,vdennyaq@blogtalkradio.com,Male,Sales,Associate's Degree,2007-04-24,True,2,Moderate,Superior,Effective Communication Skills,69957.59,remote work option,Recruiter,70000,-0.0605857142857192,Yes,,,,,High
387,388,Chrystel Roncelli,croncelliar@marriott.com,Female,Support,PhD,2003-05-17,False,5,Moderate,Unsatisfactory,Introduction to Data Science,144918.33,gym membership,Employee referral,65000,122.9512769230769,No,Lack of growth opportunities,2023-10-07,Career & Compensation,Voluntary,Low
388,389,Marika Chaplain,mchaplainas@google.it,Female,Human Resources,Professional Degree,2007-07-07,True,2,Low,Good,Negotiation Skills Workshop,148182.47,flexible work hours,Employee referral,95000,55.98154736842106,Yes,,,,,Meet Expectation
389,390,Alf Goneau,agoneauat@cbslocal.com,Male,Legal,PhD,2001-07-15,False,5,High,Superior,Advanced Excel Techniques,72876.8,remote work option,Job board,75000,-2.830933333333329,Yes,Found a better opportunity,2010-08-03,Career & Compensation,Voluntary,High
390,391,Cord Clapperton,cclappertonau@dell.com,Male,Business Development,Master's Degree,1993-06-14,False,4,High,Good,Introduction to Data Science,105869.49,company car,Social media,85000,24.55234117647059,Yes,Relocation,2008-10-06,Personal - Life Events,Voluntary,Meet Expectation
391,392,Kayne Coneron,kconeronav@dailymail.co.uk,Male,Business Development,Master's Degree,1992-06-04,False,1,High,Below Expectations,Negotiation Skills Workshop,103458.01,remote work option,Recruiter,75000,37.94401333333332,Yes,Found a better opportunity,2021-06-10,Career & Compensation,Voluntary,Low
392,393,Glennie Baleine,gbaleineaw@blog.com,Female,Product Management,Master's Degree,1986-09-02,False,4,Low,Exceptional,Public Speaking Mastery,106365.83,free snacks,Company website,95000,11.96403157894737,No,Family commitments,2006-02-07,Personal - Life Events,Voluntary,High
393,394,Vinita Dongall,vdongallax@naver.com,Female,Services,Associate's Degree,2013-10-09,False,1,Moderate,Good,Leadership Development Program,73438.07,performance bonuses,Social media,85000,-13.60227058823529,No,Relocation,2023-01-08,Personal - Life Events,Voluntary,Meet Expectation
394,395,Wolf Martinho,wmartinhoay@sitemeter.com,Male,Engineering,Bachelor's Degree,2019-11-14,True,2,High,Average,Effective Communication Skills,120143.76,free snacks,Social media,65000,84.83655384615383,Yes,,,,,Meet Expectation
395,396,Ashlin Halpin,ahalpinaz@csmonitor.com,Male,Marketing,Associate's Degree,1991-03-25,False,5,High,Needs Improvement,Customer Service Excellence,82315.64,flexible work hours,Employee referral,95000,-13.35195789473684,Yes,Health reasons,2008-07-15,Personal - Life Events,Voluntary,Low
396,397,Bondy Cowins,bcowinsb0@nhs.uk,Male,Accounting,PhD,2012-05-27,True,2,High,Needs Improvement,Advanced Excel Techniques,94048.17,health insurance,Job board,90000,4.497966666666665,Yes,,,,,Low
397,398,Sharia Weatherburn,sweatherburnb1@nytimes.com,Female,Engineering,High School Diploma,1997-03-19,True,5,Moderate,Exceptional,Digital Marketing Strategies,123007.69,free snacks,Job board,90000,36.67521111111111,Yes,,,,,High
398,399,Binky Lobell,blobellb2@altervista.org,Male,Marketing,Bachelor's Degree,1993-06-29,False,2,High,Excellent,Cybersecurity Basics,101282.79,paid time off,Social media,75000,35.04371999999999,No,Lack of growth opportunities,2011-08-16,Career & Compensation,Voluntary,High
399,400,Foss Jessopp,fjessoppb3@zdnet.com,Male,Support,Professional Degree,1992-09-15,True,1,Moderate,Unsatisfactory,Public Speaking Mastery,127570.94,paid time off,Social media,85000,50.08345882352941,No,,,,,Low
400,401,Emmie Grestie,egrestieb4@ox.ac.uk,Female,Services,Bachelor's Degree,2013-04-18,True,2,High,Good,Cybersecurity Basics,69105.54,performance bonuses,Company website,60000,15.17589999999999,Yes,,,,,Meet Expectation
401,402,Nehemiah Kluge,nklugeb5@chron.com,Male,Sales,Master's Degree,2011-11-21,False,4,High,Good,Introduction to Data Science,42487.59,flexible work hours,Company website,80000,-46.8905125,No,Health reasons,2014-05-02,Personal - Life Events,Voluntary,Meet Expectation
402,403,Olin Henstridge,ohenstridgeb6@webmd.com,Male,Research and Development,Associate's Degree,1992-03-31,False,3,Moderate,Below Expectations,Advanced Excel Techniques,41707.47,remote work option,Job board,60000,-30.48755,No,Personal reasons,2016-03-25,Personal - Life Events,Voluntary,Low
403,404,Neils Joreau,njoreaub7@seattletimes.com,Male,Business Development,Master's Degree,2000-06-24,False,2,Low,Average,Public Speaking Mastery,147194.31,company car,Company website,85000,73.16977647058823,Yes,Contract ended,2006-04-08,Contract Expiration,Involuntary,Meet Expectation
404,405,Herby Creighton,hcreightonb8@ucsd.edu,Male,Training,Master's Degree,2023-09-20,True,2,Low,Average,Leadership Development Program,102112.53,performance bonuses,Company website,80000,27.6406625,No,,,,,Meet Expectation
405,406,Ferguson Kornousek,fkornousekb9@cam.ac.uk,Male,Marketing,Associate's Degree,2013-06-17,True,2,Low,Unsatisfactory,Introduction to Data Science,130144.91,professional development opportunities,Company website,65000,100.2229384615385,No,,,,,Low
406,407,Bronson Forth,bforthba@zdnet.com,Male,Sales,Associate's Degree,2021-06-15,True,3,Moderate,Below Expectations,Effective Communication Skills,77393.12,gym membership,Recruiter,85000,-8.9492705882353,No,,,,,Low
407,408,Barrie Barcroft,bbarcroftbb@cdbaby.com,Male,Human Resources,Bachelor's Degree,2009-02-11,False,5,Moderate,Outstanding,Customer Service Excellence,52448.95,performance bonuses,Company website,80000,-34.4388125,No,Contract ended,2015-04-05,Contract Expiration,Involuntary,High
408,409,Aldous Manhare,amanharebc@economist.com,Male,Engineering,Professional Degree,2003-10-27,True,1,High,Outstanding,Project Management Fundamentals,110388.93,free snacks,Recruiter,60000,83.98155,No,,,,,High
409,410,Grover Leggen,gleggenbd@thetimes.co.uk,Male,Engineering,High School Diploma,2014-04-04,True,1,Moderate,Superior,Customer Service Excellence,106421.12,professional development opportunities,Recruiter,95000,12.02223157894736,Yes,,,,,High
